"provider_id","source_release_id","usdot","legal_name","dba_name","display_name","usdot_status","carrier_operation","state","city","phone","power_units","drivers","motor_vehicle_cargo_reported","published_at","email","physical_address","mailing_address","classification","reason_codes","conflicts","source_release_ids","authority_rows","history_rows","insurance_rows","docket_rows","sample_group","dba_display_pass","official_trace_pass","hhg_classification"
"061f50fc-c109-50f9-a42c-7ee5551c8142","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3067074","AT CAR LLC","","AT CAR LLC","A","A","OH","TIPP CITY","7203243252","1","1","true","Sun Aug 16 2026 17:00:18 GMT-0400 (Eastern Daylight Time)","atcarllc@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"baefe89e-34bb-58a6-8104-415daede1543","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3067808","GREAT WEST AUTO","","GREAT WEST AUTO","A","A","NV","HENDERSON","2135052753","64","30","true","Sun Aug 16 2026 17:00:18 GMT-0400 (Eastern Daylight Time)","enkhtfi@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"2b2657ab-8b8f-564d-83f5-32adbbb02d73","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3067834","VSK TRANSPORTATION INC","","VSK TRANSPORTATION INC","A","A","PA","PHILADELPHIA","2673258601","1","1","true","Sun Aug 16 2026 17:00:18 GMT-0400 (Eastern Daylight Time)","VSKTRANSPORTATION@GMAIL.COM","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"9909658d-f8fe-56c1-9391-6c6c7f1dc388","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3070048","ASA PRO TRANS INC","","ASA PRO TRANS INC","A","A","IL","BARTLETT","2247777771","82","82","true","Sun Aug 16 2026 17:00:18 GMT-0400 (Eastern Daylight Time)","dispatch@asaprotransinc.com","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","3","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"8d77b16d-963e-5c35-b410-933c6d6e0168","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3071967","SUN EXPRESS FL CORPORATION","","SUN EXPRESS FL CORPORATION","A","A","FL","ORLANDO","13475562208","7","7","true","Sun Aug 16 2026 17:00:18 GMT-0400 (Eastern Daylight Time)","sunexpressflcorp@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"7f1f82fe-8325-5e7a-ba19-ba1f6b43e411","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3072851","EJAY LOGISTICS LLC","","EJAY LOGISTICS LLC","A","A","NC","PLEASANT GARDEN","4439349080","1","2","true","Sun Aug 16 2026 17:00:18 GMT-0400 (Eastern Daylight Time)","ejaylogisticsllc@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","2","1","AUTO_TRANSPORT_CARRIER","true","true",""
"5ac6a260-3ef7-5674-968a-d31dbeb5df58","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3073557","AMERICAN LOGISTICS PRIME LINE INC","ALPL INC","ALPL INC","A","A","IL","ROLLING MEADOWS","7736667993","73","73","true","Sun Aug 16 2026 17:00:18 GMT-0400 (Eastern Daylight Time)","office@alpl.us","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"f5a3660a-f324-5fa7-a2c1-2ceab9b17962","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3075025","GOLDY CORPORATION","","GOLDY CORPORATION","A","A","IL","PLAINFIELD","6306429518","6","6","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","gc@goldycorporation.com","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"447b169b-3134-5974-b8e6-e71d7e6b8b9e","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3075064","TOP DECK LOGISTICS LLC","","TOP DECK LOGISTICS LLC","A","A","AZ","LITCHFIELD PK","7143565912","3","4","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","ortega.trucker@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"b0ea32c8-428f-5fcc-aad1-47c55b71e957","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3075177","MAKE A DEAL TRANSPORTING LLC","","MAKE A DEAL TRANSPORTING LLC","A","A","GA","LAGRANGE","7065941716","1","2","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","twneal1764@charter.net","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"5d969768-f9cb-5910-a327-31ea4b0ad925","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3076445","B&S TRANSPORT LLC","","B&S TRANSPORT LLC","A","A","TN","COLUMBIA","9315054500","1","1","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","bands.transport@icloud.com","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"03a2a793-abae-52e1-b465-3baf7c196add","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3076498","CANTEMIR INC","","CANTEMIR INC","A","A","IL","PLAINFIELD","6143307886","8","8","true","Sun Aug 16 2026 17:00:19 GMT-0400 (Eastern Daylight Time)","vpsafety20@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_CARRIER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_CARRIER_AUTHORITY","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_CARRIER","true","true",""
"036473c3-cdf1-5e5e-8731-244c3e69d9dd","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4526805","MOTOTRAX INC","","MOTOTRAX INC","A","A","FL","MIAMI","7869484858","0","","true","Sun Aug 16 2026 17:01:20 GMT-0400 (Eastern Daylight Time)","mototraxinc@outlook.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"085c0083-30f3-58e0-9958-e05a17f00a1e","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4057312","COLIBRI AUTO TRANSPORT INC","","COLIBRI AUTO TRANSPORT INC","A","A","DE","WILMINGTON","3024855725","0","","true","Sun Aug 16 2026 17:20:24 GMT-0400 (Eastern Daylight Time)","admin@colibriautotransport.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","2","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"088d09fd-59c5-5aab-b515-8ee7430948c3","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3751387","A&C SMART TRANSPORT LLC","A&C SMART TRANSPORT","A&C SMART TRANSPORT","A","C","OK","NORMAN","4052333371","1","","true","Sun Aug 16 2026 17:20:50 GMT-0400 (Eastern Daylight Time)","management@acsmarttransport.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"0ca6c27b-46ef-53ff-a929-a0c61c4ac158","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4343162","CROWNED FREIGHT LLC","","CROWNED FREIGHT LLC","A","A","FL","MIAMI","7867258080","0","0","true","Sun Aug 16 2026 17:20:24 GMT-0400 (Eastern Daylight Time)","leslie@crownedfreight.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"0dd25bf5-9fb6-5714-b51f-679d7896745b","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2714977","MID VALLEY AUTO TRANSPORT INC","","MID VALLEY AUTO TRANSPORT INC","A","C","CA","BRENTWOOD","5105578312","5","5","true","Sun Aug 16 2026 17:03:59 GMT-0400 (Eastern Daylight Time)","midvalley_autotransport@aol.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","2","3","AUTO_TRANSPORT_BROKER","true","true",""
"0fc10d2b-afe6-5aa7-9c7e-5ce9e0cc0805","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3884383","REVOWAY","","REVOWAY","A","A","CA","ENCINO","14247386929","0","","true","Sun Aug 16 2026 17:00:53 GMT-0400 (Eastern Daylight Time)","info@revoway.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","2","1","2","AUTO_TRANSPORT_BROKER","true","true",""
"10eddd1f-5a3d-5c25-8aaf-81ef2f7dc32b","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3315768","EAGLEPOINT EXPRESS LLC","","EAGLEPOINT EXPRESS LLC","A","A","OH","NORWALK","4196565193","1","1","true","Sun Aug 16 2026 17:00:25 GMT-0400 (Eastern Daylight Time)","herriott1999@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"11cc7b5e-393b-5acb-8351-c0e5a49aff26","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1065561","UNIMARK TRUCK TRANSPORT LLC","","UNIMARK TRUCK TRANSPORT LLC","A","A","WI","PLEASANT PRAIRIE","2625647282","66","66","true","Sun Aug 16 2026 16:57:47 GMT-0400 (Eastern Daylight Time)","compliance@atctransportation.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","2","3","1","AUTO_TRANSPORT_BROKER","true","true",""
"122261af-c43f-5b19-9504-b875e728ae84","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4492869","ND TRANSLINK LLC","","ND TRANSLINK LLC","A","A","PA","MONACA","16315309414","0","","true","Sun Aug 16 2026 17:01:16 GMT-0400 (Eastern Daylight Time)","salome.gujejiani@gmail.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"18001b46-15f3-5c3a-aea3-716c42983b3d","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","3288348","MOUNTAIN TRADING & MERCANTILE LTD","","MOUNTAIN TRADING & MERCANTILE LTD","A","C","CO","LA VETA","7196807635","0","","true","Sun Aug 16 2026 17:18:21 GMT-0400 (Eastern Daylight Time)","info@mountaintradinglimited.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"186650b0-ef85-5a13-abca-696a80290cd2","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4444213","KINGDOM FAMILY BROKERAGE INCORPORATED","","KINGDOM FAMILY BROKERAGE INCORPORATED","A","A","TX","FORT WORTH","6822313575","0","","true","Sun Aug 16 2026 17:01:12 GMT-0400 (Eastern Daylight Time)","kfbrokerage@mail.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"19ab85ee-cc72-5737-b4bb-345ab82bbf3b","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4323808","MALWA LOGISTICS INC","","MALWA LOGISTICS INC","A","A","NY","HAUPPAUGE","8886212019","0","","true","Sun Aug 16 2026 17:20:20 GMT-0400 (Eastern Daylight Time)","safety@gholiaglobal.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"1a885660-44d0-5568-a9ce-ce543daefebb","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2236912","JMJ LOGISTICS INC","","JMJ LOGISTICS INC","A","A","AZ","YUMA","9283298504","21","20","true","Sun Aug 16 2026 16:59:53 GMT-0400 (Eastern Daylight Time)","dispatch@jmjtransport.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","2","3","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"1b7466bb-900a-5258-8441-06fff1e151cc","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4006936","FREIGHTREP LLC","","FREIGHTREP LLC","A","A","GA","LAWRENCEVILLE","4047175385","0","","true","Sun Aug 16 2026 17:21:12 GMT-0400 (Eastern Daylight Time)","admin@freightreponline.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","1","AUTO_TRANSPORT_BROKER","true","true",""
"1d808d65-1c0d-570d-8ee7-96f8b49d9fb2","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","4333950","GENX AUTO TRANSPORT LLC","","GENX AUTO TRANSPORT LLC","A","C","CT","NEW HAVEN","14753362258","0","","true","Sun Aug 16 2026 17:20:22 GMT-0400 (Eastern Daylight Time)","haadi@genxautotransport.com","[object Object]","[object Object]","AUTO_TRANSPORT_BROKER","FMCSA_MOTOR_VEHICLES_CARGO_REPORTED,ACTIVE_PROPERTY_BROKER_AUTHORITY,BROKER_BOND_OR_TRUST_REPORTED","","8d3fcdd6-9f00-4bb3-b960-ab5e74b9f5cb","1","1","1","2","AUTO_TRANSPORT_BROKER","true","true",""
