"current_path","route_family","page_type","static_dynamic","indexable","canonical","title","meta_description","robots_directive","structured_data_types","internal_links_in","internal_links_out","v1_feature_dependency","v2_equivalent","decision","redirect_status","redirect_target","canonical_target","launch_requirement","risk","notes"
"/api/companies","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/companies/route.ts"
"/api/compare/companies","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/compare/companies/route.ts"
"/api/directory/companies","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/directory/companies/route.ts"
"/api/directory/enrichment-health","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/directory/enrichment-health/route.ts"
"/api/health/local-movers","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/health/local-movers/route.ts"
"/api/home-route","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/home-route/route.ts"
"/api/insurance-auth/facebook","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/insurance-auth/facebook/route.ts"
"/api/insurance-auth/google","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/insurance-auth/google/route.ts"
"/api/insurance-auth/magic-link","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/insurance-auth/magic-link/route.ts"
"/api/move-v2/discovery/compare","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/move-v2/discovery/compare/route.ts"
"/api/move-v2/discovery/provider/[providerId]","public_api","public_api","dynamic pattern","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/move-v2/discovery/provider/[providerId]/route.ts"
"/api/move-v2/discovery/resolve","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/move-v2/discovery/resolve/route.ts"
"/api/move-v2/discovery/search","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/move-v2/discovery/search/route.ts"
"/api/performance-flags","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/performance-flags/route.ts"
"/api/place-resolve","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/place-resolve/route.ts"
"/api/place-search","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/place-search/route.ts"
"/api/refresh/bbb","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/refresh/bbb/route.ts"
"/api/refresh/fmcsa","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/refresh/fmcsa/route.ts"
"/api/refresh/insurance-providers","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/refresh/insurance-providers/route.ts"
"/api/refresh/lenders","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/refresh/lenders/route.ts"
"/api/revalidate-directory","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/revalidate-directory/route.ts"
"/api/revalidate-local-movers","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/revalidate-local-movers/route.ts"
"/api/reviews","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/reviews/route.ts"
"/api/save-my-move/email-inventory","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/save-my-move/email-inventory/route.ts"
"/api/save-my-move/email-mover","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/save-my-move/email-mover/route.ts"
"/api/save-my-move/inventory/[id]","public_api","public_api","dynamic pattern","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/save-my-move/inventory/[id]/route.ts"
"/api/send-quote-email","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/send-quote-email/route.ts"
"/api/test-places","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/test-places/route.ts"
"/api/zip-distance","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/zip-distance/route.ts"
"/api/zip-lookup","public_api","public_api","static","false","","repository route","","not public/indexable","","repository","runtime","public_api","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/api/zip-lookup/route.ts"
"/auth/callback","other_public","other_public","static","false","","repository route","","not present in sitemap","","repository","runtime","other_public","audit before launch","KEEP_V1_TEMPORARILY","","","","manual intent review","MEDIUM","Repository: app/auth/callback/route.ts"
"/auth/confirm","other_public","other_public","static","false","","repository route","","not present in sitemap","","repository","runtime","other_public","audit before launch","KEEP_V1_TEMPORARILY","","","","manual intent review","MEDIUM","Repository: app/auth/confirm/route.ts"
"/auth/insurance/callback","other_public","other_public","static","false","","repository route","","not present in sitemap","","repository","runtime","other_public","audit before launch","KEEP_V1_TEMPORARILY","","","","manual intent review","MEDIUM","Repository: app/auth/insurance/callback/route.ts"
"/auth/insurance/confirm","other_public","other_public","static","false","","repository route","","not present in sitemap","","repository","runtime","other_public","audit before launch","KEEP_V1_TEMPORARILY","","","","manual intent review","MEDIUM","Repository: app/auth/insurance/confirm/route.ts"
"/auth/network-handoff","other_public","other_public","static","false","","repository route","","not present in sitemap","","repository","runtime","other_public","audit before launch","KEEP_V1_TEMPORARILY","","","","manual intent review","MEDIUM","Repository: app/auth/network-handoff/route.ts"
"/auto-transport","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/[slug]","auto_transport","auto_transport","dynamic pattern","false","","repository route","","not public/indexable","","repository","runtime","auto_transport","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/(move)/auto-transport/[slug]/page.tsx"
"/auto-transport/amerifreight-auto-transport","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/amerifreight-auto-transport","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/amerifreight-auto-transport","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/easy-auto-ship","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/easy-auto-ship","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/easy-auto-ship","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/intercity-lines","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/intercity-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/intercity-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/mercury-auto-transport","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/mercury-auto-transport","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/mercury-auto-transport","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/montway-auto-transport","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/montway-auto-transport","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/montway-auto-transport","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/nexus-auto-transport","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/nexus-auto-transport","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/nexus-auto-transport","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/reliable-carriers","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/reliable-carriers","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/reliable-carriers","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/roadrunner-auto-transport","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/roadrunner-auto-transport","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/roadrunner-auto-transport","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/sgt-auto-transport","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/sgt-auto-transport","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/sgt-auto-transport","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/sherpa-auto-transport","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/sherpa-auto-transport","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/sherpa-auto-transport","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/ship-a-car-direct","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/ship-a-car-direct","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/ship-a-car-direct","transition route must remain available","MEDIUM","Production sitemap observation"
"/auto-transport/uship","auto_transport","auto_transport","generated/static","true","https://www.movetrusthub.com/auto-transport/uship","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","auto_transport","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/auto-transport/uship","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies","mover_directory","mover_directory","generated/static","true","https://www.movetrusthub.com/companies","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","mover_directory","same intent V2 surface","PRESERVE_AS_IS","","","https://www.movetrusthub.com/companies","preserve intent and metadata","LOW","Production sitemap observation"
"/companies/[slug]","provider","provider","dynamic pattern","false","","repository route","","not public/indexable","","repository","runtime","provider","none","INTERNAL_ONLY / NOT PUBLIC","","","","remain inaccessible/noindex","HIGH if exposed","Repository: app/(move)/companies/[slug]/page.tsx"
"/companies/1-800-pack-rat","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/1-800-pack-rat","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/1-800-pack-rat","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/allied-van-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/allied-van-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/allied-van-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/american-van-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/american-van-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/american-van-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/amerifreight-auto-transport","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/amerifreight-auto-transport","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/amerifreight-auto-transport","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/amerisafe-van-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/amerisafe-van-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/amerisafe-van-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/arpin-van-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/arpin-van-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/arpin-van-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/atlas-van-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/atlas-van-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/atlas-van-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/bekins-van-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/bekins-van-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/bekins-van-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/bellhop","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/bellhop","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/bellhop","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/colonial-van-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/colonial-van-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/colonial-van-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/easy-auto-ship","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/easy-auto-ship","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/easy-auto-ship","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/gentle-giant-moving","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/gentle-giant-moving","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/gentle-giant-moving","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/go-minis","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/go-minis","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/go-minis","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/graebel-van-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/graebel-van-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/graebel-van-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/intercity-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/intercity-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/intercity-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/international-van-lines","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/international-van-lines","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/international-van-lines","transition route must remain available","MEDIUM","Production sitemap observation"
"/companies/jk-moving-services","provider","provider","generated/static","true","https://www.movetrusthub.com/companies/jk-moving-services","runtime; sampled in golden set","runtime; sampled in golden set","index,follow (sitemap membership)","sampled by family","crawl-derived at rehearsal","runtime","provider","transition adapter / identity mapping","KEEP_V1_TEMPORARILY","","","https://www.movetrusthub.com/companies/jk-moving-services","transition route must remain available","MEDIUM","Production sitemap observation"
